31703	MAISON DE MARQUAY	le Bourg		24620	LES-EYZIES-DE-TAYAC	AQUITAINE	fr	05 53 59 53 59	553595359	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6277		8	5	http://restaurant.michelin.fr/restaurant/france/24620-marquay/maison-de-marquay/9tjh69f	false	331	Piscine,Wifi gratuit,Table d'hôtes,Animaux non acceptés,Parking		http://www.iguide-hotels.com/maison-de-marquay/sarlat-la-caneda/tabid/23288/offreid/1f634951-bbfa-4b3a-af3b-24d2b02a097c/maison-d-hote-de-charme.aspx	2495		0	http://gaultmillau.fr/restaurant/aquitaine/marquay-24620/Maison-de-Marquay-17299/	0	0,00-0,00	0.412174	45.29717	http://www.maisondemarquay.fr/	Maison de Marquay	86	1.133865	44.94486		restaurant			http://www.linternaute.com/restaurant/restaurant/142896/maison-de-marquay.shtml	30-60€	5/5	 "" style restaurants-gastronomiques restaurants-le-guide-restaurant	0	0	98640		0							NULL
32106	Château de Béhen	8 r. du Château 80870 Béhen		8 r. du Château 80870 Béhen	8 r. du Château 80870 Béhen	8 r. du Château 80870 Béhen	8 r. du Château 80870 Béhen	03 22 31 58 30	322315830	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6697				http://restaurant.michelin.fr/restaurant/france/80870-behen/chateau-de-behen/pwpytd9m	false	321	Location de vélos,Wifi,Animaux non acceptés,Équitation		http://www.iguide-hotels.com/chateau-de-behen/behen/tabid/23287/offreid/0463aa68-84c1-469e-8dc8-47352311d218/hotel-de-charme.aspx	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	http://www.chateau-de-behen.com	Château de Béhen	125	1.751845	50.05796		restaurant	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL		0							NULL
32439	La Table de Marie-Ange	Rte du Col-de-la-Croix-Fry		74230	MANIGOD	RHONE-ALPES	fr	04 50 44 90 16	450449016	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7048	Menu Enfant	5	4.8	http://restaurant.michelin.fr/restaurant/france/74230-manigod/la-table-de-marie-ange/2c6rsq5	assiette	125	Piscine,Wifi,Restaurant,Animaux acceptés,Randonnée pédestre,Parking	4	http://www.iguide-hotels.com/les-chalets-hotel-de-la-croix-fry/manigod/tabid/23287/offreid/8e1e5148-e5c6-47b1-af60-f0ff88040360/hotel-de-charme.aspx	5200	http://hotelchaletcroixfry.com	2	http://gaultmillau.fr/restaurant/rhone-alpes/manigod-74230/chez-marie-ange-3069/	2	30,00-83,00	6.4251068	45.8811185	http://www.hotelchaletcroixfry.com	Les Chalets - Hôtel de La Croix-Fry	160	6.386045	45.87196	http://www.hotelchaletcroixfry.com	restaurant	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL		0							NULL
32450	Maison des Bois	Col de la Croix-Fry		74230	MANIGOD	RHONE-ALPES	fr	04 50 60 00 00	450600000	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7059		1	1	http://restaurant.michelin.fr/restaurant/france/74230-manigod/maison-des-bois/8zgzs262	false	191	Piscine,Wifi gratuit,Restaurant,Accès handicapés,Animaux acceptés,Spa,Randonnée pédestre,Parking		http://www.iguide-hotels.com/la-maison-des-bois-marc-veyrat/manigod/tabid/23287/offreid/f30a584f-75d8-43a5-bbe3-b7b921f495a6/hotel-de-charme.aspx	3008	http://www.marcveyrat.fr	0	http://gaultmillau.fr/restaurant/rhone-alpes/manigod-74230/marc-veyrat-maison-des-bois-15953/	2	0,00-0,00	6.40447300000005	45.877292	http://www.marcveyrat.fr/	La Maison des Bois - Marc Veyrat		6.400224	45.87864		restaurant	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL		0							NULL
32544	L'Ancienne Auberge	pl. de l'Eglise 81140 Puycelci		pl. de l'Eglise 81140 Puycelci	pl. de l'Eglise 81140 Puycelci	pl. de l'Eglise 81140 Puycelci	pl. de l'Eglise 81140 Puycelci	05 63 33 65 90	563336590	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7157		1	1	http://restaurant.michelin.fr/restaurant/france/81140-puycelci/l-ancienne-auberge/2cko96a	false	271	Wifi,Animaux acceptés		http://www.iguide-hotels.com/l-ancienne-auberge/puycelci/tabid/23287/offreid/827916b3-b064-49fe-8d9e-a8fc57995d1e/hotel-de-charme.aspx	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	http://ancienne-auberge.com	L’Ancienne Auberge	85	1.71077	43.9927		restaurant	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL		0							NULL
32640	Chalet Christine	181 Le Thoron 74290 Talloires		181 Le Thoron 74290 Talloires	181 Le Thoron 74290 Talloires	181 Le Thoron 74290 Talloires	181 Le Thoron 74290 Talloires	04 50 02 03 03	450020303	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7258				http://restaurant.michelin.fr/restaurant/france/74290-talloires/chalet-christine/3xpjb8fm	false	241	Animaux non acceptés		http://www.iguide-hotels.com/chalet-christine/talloires/tabid/23287/offreid/712c87ee-74a5-4804-9ec5-1fea7d5c5284/hotel-de-charme.aspx	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	http://www.chaletchristine.com/	Chalet Christine	190	6.21135200000003	45.84327		restaurant	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL		0							NULL
32750	Les Servages	841 rte Servages		74300	ARACHES-LA-FRASSE	RHONE-ALPES	fr	04 50 90 01 62	450900162	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7371	Brunch, Menu Enfant, Sans Gluten, Végétalien, Végétarien	10	4.3	http://restaurant.michelin.fr/restaurant/france/74300-les-carroz-d-araches/les-servages/293izyv	assiette	224	Wifi gratuit,Restaurant,Animaux non acceptés,Randonnée pédestre,Parking	4	http://www.iguide-hotels.com/les-servages-d-armelle/araches-la-frasse/tabid/23287/offreid/0350284c-598a-42c3-8295-ae94924e827e/hotel-de-charme.aspx	2672	http://servages.com	2	http://gaultmillau.fr/restaurant/rhone-alpes/araches-la-frasse-74300/les-servages-10785/	0	30,00-100,00	6.6441289	46.0218783	http://www.servages.com	Les Servages d’Armelle	180	6.644129	46.02188	http://www.servages.com	restaurant	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	8.9	35	51	51	Fireplace,French,Gault&Millau2013,In the mountains,Map,Restaurant hotel,Romantic,TripAdvisor Certificate of Excellence,With a view	46.020568	6.643445	http://www.thefork.com/restaurant/les-servages-d-armelle/4987	9378
32759	Cuq en Terrasses	8 chemin du château, cuq château 81470 Cuq-Toulza		8 chemin du château, cuq château 81470 Cuq-Toulza	8 chemin du château, cuq château 81470 Cuq-Toulza	8 chemin du château, cuq château 81470 Cuq-Toulza	8 chemin du château, cuq château 81470 Cuq-Toulza	05 63 82 54 00	563825400	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7380		8	5	http://restaurant.michelin.fr/restaurant/france/81470-cuq-toulza/cuq-en-terrasses/2bu2wsd	assiette	721	Piscine,Wifi,Table d'hôtes,Animaux acceptés,Parking		http://www.iguide-hotels.com/cuq-en-terrasses/cuq-toulza/tabid/23288/offreid/6e386f6d-5c67-45a2-8a9c-4ff24805f802/maison-d-hote-de-charme.aspx	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	http://www.cuqenterrasses.com	Cuq En Terrasses	90	1.891785	43.55782		restaurant	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL		0							NULL
32911	Domaine de Perches	lieu-dit Perches, 2083 rte de Laborie 81600 Gaillac		lieu-dit Perches, 2083 rte de Laborie 81600 Gaillac	lieu-dit Perches, 2083 rte de Laborie 81600 Gaillac	lieu-dit Perches, 2083 rte de Laborie 81600 Gailla	lieu-dit Perches, 2083 rte de Laborie 81600 Gailla	05 63 56 58 24	563565824	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7537				http://restaurant.michelin.fr/restaurant/france/81600-gaillac/domaine-de-perches/pwpwpoao	false	51	Piscine,Wifi,Table d'hôtes,Animaux acceptés,Tennis,Parking		http://www.iguide-hotels.com/domaine-de-perches/gaillac/tabid/23288/offreid/9131f776-4c5a-4ccb-adce-1897771a7960/maison-d-hote-de-charme.aspx	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	http://www.domainedeperches.com/	Domaine de Perches	150	1.412134	43.29175		restaurant	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL		0							NULL
32975	LE BONHEUR DANS LE PRE	2011 rte Bellevue 74380 Lucinges		2011 rte Bellevue 74380 Lucinges	2011 rte Bellevue 74380 Lucinges	2011 rte Bellevue 74380 Lucinges	2011 rte Bellevue 74380 Lucinges	04 50 43 37 77	450433777	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7603		2	2	http://restaurant.michelin.fr/restaurant/france/74380-lucinges/le-bonheur-dans-le-pre/2dm4b21	assiette	455	Wifi,Restaurant,Accès handicapés,Animaux non acceptés,Randonnée pédestre,Parking	2	http://www.iguide-hotels.com/le-bonheur-dans-le-pre/lucinges/tabid/23287/offreid/80487fce-038f-4434-9713-3fe902d969f8/hotel-de-charme.aspx	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	http://www.lebonheurdanslepre.com/	Le Bonheur dans le Pré	83	6.329352	46.19136		restaurant	fermé le dimanche et le lundi.	http://www.lebonheurdanslepre.com	http://www.linternaute.com/restaurant/restaurant/11731/le-bonheur-dans-le-pre.html	15-30€	4/5	 "" style hotels-palaces restaurants-de-cuisine-moderne restaurants-le-guide-restaurant	0	0	6944		0							NULL
33617	La Treille Muscate	Le Village		26270	CLIOUSCLAT	RHONE-ALPES	fr	04 75 63 13 10	475631310	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8273	Menu Enfant	41	4	http://restaurant.michelin.fr/restaurant/france/26270-cliousclat/la-treille-muscate/2bqefl2	bib	379	Wifi,Restaurant,Accès handicapés,Animaux acceptés,Parking	3	http://www.iguide-hotels.com/la-treille-muscate/cliousclat/tabid/23287/offreid/42cb7ab8-1b1f-420a-9f1c-1a5b0682cd7f/hotel-de-charme.aspx	675	http://latreillemuscate.com	1	http://gaultmillau.fr/restaurant/rhone-alpes/cliousclat-26270/la-treille-muscate-8382/	1	0,00-31,00	4.8352874	44.7160146	http://latreillemuscate.com	La Treille Muscate	65	4.835186	44.71594		restaurant		http://www.latreillemuscate.com	http://www.linternaute.com/restaurant/restaurant/6834/la-treille-muscate.html	15-30€	3/5	 "" style hotels-palaces restaurants-de-cuisines-de-france restaurants-gastronomiques restaurants-le-guide-restaurant restaurants-provencaux	0	0	4087		0							NULL
33965	La Maison de Rocbaron	3 RUE SAINT SAUVEUR 83136 Rocbaron		3 RUE SAINT SAUVEUR 83136 Rocbaron	3 RUE SAINT SAUVEUR 83136 Rocbaron	3 RUE SAINT SAUVEUR 83136 Rocbaron	3 RUE SAINT SAUVEUR 83136 Rocbaron	04 94 04 24 03	494042403	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8647				http://restaurant.michelin.fr/restaurant/france/83136-rocbaron/la-maison-de-rocbaron/2eul2pr	false	183	Piscine,Wifi,Table d'hôtes,Animaux acceptés,Randonnée pédestre		http://www.iguide-hotels.com/la-maison-de-rocbaron/rocbaron/tabid/23288/offreid/ee678d3b-f0c3-4fa4-a09c-b425fe6548a6/maison-d-hote-de-charme.aspx	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	http://maisonderocbaron.com	La Maison de Rocbaron	98	6.09123999999997	43.3039		restaurant	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL		0							NULL
34038	L'Atelier	Place Emile-Loubet 26740 Marsanne		Place Emile-Loubet 26740 Marsanne	Place Emile-Loubet 26740 Marsanne	Place Emile-Loubet 26740 Marsanne	Place Emile-Loubet 26740 Marsanne	04 75 90 36 75	475903675	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8722	Menu Enfant, Végétarien	1	1	http://restaurant.michelin.fr/restaurant/france/26740-marsanne/l-atelier/3tjoz3e	false	361	Piscine,Wifi gratuit,Restaurant,Accès handicapés,Animaux non acceptés,Randonnée pédestre		http://www.iguide-hotels.com/l-atelier/marsanne/tabid/23287/offreid/17ac30c0-f50e-4e8d-ba3f-b2c594575398/hotel-de-charme.aspx	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	http://www.latelierdemarsanne.fr/	L'Atelier	90	4.873045	44.64386		restaurant	De 12h30 à 19h30. Ouvert midi et soir du mercredi au dimanche.	http://restaurantlatelier.fr	http://www.linternaute.com/restaurant/restaurant/20769/l-atelier.html	30-60€	4/5	 "" style restaurants-de-cuisine-moderne restaurants-le-guide-restaurant salons-de-the	0	0	11203	8.2	27	37	25	Map,Trendy	44.644014029654	4.8732800483704	http://www.thefork.com/restaurant/l-atelier/2851	28568
35035	Auberge de Thorrenc	Le Village 07340 Thorrenc		Le Village 07340 Thorrenc	Le Village 07340 Thorrenc	Le Village 07340 Thorrenc	Le Village 07340 Thorrenc	04 75 34 21 02	475342102	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	9767		3	4.3	http://restaurant.michelin.fr/restaurant/france/07340-thorrenc/auberge-de-thorrenc/5t0qjdh	false	67	Wifi,Restaurant,Animaux non acceptés,Randonnée pédestre		http://www.iguide-hotels.com/auberge-de-thorrenc/thorrenc/tabid/23287/offreid/8997837b-1466-4f7d-b6d7-80c5cc37ea9b/hotel-de-charme.aspx	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	http://www.auberge-thorrenc.com/	Auberge de Thorrenc	67	4.725403	45.2848		restaurant	du jeudi au samedi uniquement le soir. le dimanche midi et soir.	http://www.auberge-thorrenc.com	http://www.linternaute.com/restaurant/restaurant/11074/auberge-de-thorrenc.html	30-60€	4/5	 hotels-palaces restaurants-de-cuisine-traditionnelle restaurants-le-guide-restaurant	0	0	6542		0							NULL
36126	La Maison d'Arthezenea	42 rue du Palais de Justice 64120 Saint-Palais		42 rue du Palais de Justice 64120 Saint-Palais	42 rue du Palais de Justice 64120 Saint-Palais	42 rue du Palais de Justice 64120 Saint-Palais	42 rue du Palais de Justice 64120 Saint-Palais	06 15 85 68 64	615856864	NULL	Restaurant	2016-03-24 11:00:26	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10926				http://restaurant.michelin.fr/restaurant/france/64120-saint-palais/la-maison-d-arthezenea/pwle9t35	false	318	Wifi,Table d'hôtes,Animaux non acceptés,Randonnée pédestre,Parking		http://www.iguide-hotels.com/maison-d-arthezenea/st-palais/tabid/23288/offreid/69e677ca-4be9-48d3-a82a-2f87ea35b9c0/maison-d-hote-de-charme.aspx	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	http://www.gites-de-france-64.com/maison-darthezenea/	Maison d’Arthezenea	75	-1.03395	43.3257		restaurant	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL		0							NULL
